twitter id,twitter text,lable
1235027002983215105,"b'Agree. Start with SXSW in Austin. World arriving at out door. No. Preventing the spread of the novel coronavirus will likely require \xe2\x80\x98social distancing\xe2\x80\x99 tactics like canceling events, write @llborio and @ScottGottliebMD https://t.co/WfhdYJ2rYi'",1
1235652663829606400,"b'The #COVID19 outbreak is turning #Seattle into a ghost town. Now up to 70 cases in Washington State, with new social distancing and self-isolation guidelines announced. My story for @thedailybeast explores the strange new normal here. https://t.co/OyYJeuZevn'",0
1235649167554314240,"b'""Social distancing"" is recommended to reduce the chance of infection at the personal level.\n\n""International distancing"" would reduce the odds of new infection clusters in the population.\n\nChina bought us time. We are squandering it.\n\n#covid19 #cdnpoli \n\nhttps://t.co/rAZqJE94KL'",1
1235391741290676224,"b'Why is the USA being so damn sloooowwwllly reactive about the #coronavirus when aggressive PROACTIVITY is required?! This requires a national effort of social distancing, iso, quarantine to protect the vulnerable. People: lead! The leaders will follow.'",0
1235608895982374912,b'@DrEricDing https://t.co/MSL47wfndJ consider signing my petition for employers to utilize remote work capabilities not just in outbreak cities like WA and CA. #SocialDistancing #COVID19 #coronaviruswfh #coronavirus #coronavirusus https://t.co/9aEa4GsnuA',1
1235413891317972992,"b'#SocialDistancing \xf0\x9f\xa6\xa0\n\n""Community-based interventions such as school dismissals, event cancellations, social distancing, and creating employee plans to work remotely can help slow the spread of COVID-19.""\n\nhttps://t.co/WxKrp684gX https://t.co/W9RWGWdhvv'",2
1235729070878601223,"b'WATCH: Mayor of Seattle Jenny Durkan (D) says that one of the ways to contain the coronavirus is \xe2\x80\x9csocial distancing,\xe2\x80\x9d which includes telling workers to work from home if they can. #MTPDaily https://t.co/F0CDE9WYpU'",1
1236004032197431297,"b""Best real-time rundown to date. Thank you, Tony Fauci and #JAMA's Howard Bauchner, for bringing calm and reason to the discussion of #COVID19 #JAMALive @JAMA_current #coronavirus #quarantine #socialdistancing https://t.co/uJCRqtZ5Y4""",2
1236032458954506247,"b'I get your point, but all it is really about is general social distancing for the good of everyone.  Think of it like a Brexiter does of ""The Will of The People"", but with a real social dividend! https://t.co/BwFGtOIdHb'",2
1236033222087036928,"b""@ISELLHELLACRACK @Kalashman3 @kron4news resort in Colorado had known coronavirus exposure and they kept it open. The LA Marathon will go on as planned. Social distancing is one major way to prevent infection and it's not being utilized much if at all except in small doses.""",1
1236039003742195712,"b'@UCBProf I was looking at a UK model of how to reduce the hit to hospitals by mandating 4-wk vs 8-wk ""moderate\' social distancing.  Santa Clara County is not mandating event cancellations/school closures/employee work from home/paid sick time https://t.co/tZ1smK9KK1'",1
1235975740291678209,"b'As per the U.S. Surgeon General, we already have a great tool at our hands to protect our health from the Coronavirus - hand washing and social distancing. \n\nhttps://t.co/bA3Q52uHfZ\n\n#NSPA #SAGAS #RNAdvocates #coronavirus #COVID\xe3\x83\xbc19'",2
1236008529489625088,b'Here\xe2\x80\x99s our daily #coronavirus update from the @WADeptHealth. Good job with the #SocialDistancing folks. Keep it up!  Please stay home if even a little sick! #COVID19seattle #coronavirusWA #CoronaVirusSeattle #COVID19seattle https://t.co/LRaYzBKkFq',2
1235747743596810242,"b'@NicoleB_MD @Surgeon_General @somedocs The Surgeon General also JUST said right here in this video that Therapeutics vaccines did NOT end infectious disease outbreaks, hand washing,social distancing,public health, &amp; HYGIENE DID? \xf0\x9f\xa7\x90 #DoctorsSpeakUp \n\nhttps://t.co/AAK6SS7YQl'",1
1236353526499950592,"b'Based on experience with 1918 flu, social distancing measures may not significantly reduce the total number of people who become infected. But, it could spread out cases so the medical system can better work to control mortality https://t.co/8ETvsWpGLO'",2
1236311922925953024,"b'A week ago, there were only five known cases of #COVID19 in the state of Washington. Today there are 79. If this spread rate continues, there will be 300,000+ cases before the end of March. #coronavirus #CoronaVirusWashington #SocialDistancing'",1
1236277515137605632,"b""@COVID_19_News I guess noone would go near them so it's obvious effective as social distancing measure a second reason why they won't die of Coronavirus is that they will likely die of e-coli first https://t.co/tjlMqc58LR""",2
1236284123376947202,"b""Brits told to visit elderly now ahead of coronavirus 'social distancing' policy https://t.co/se82kxrwQQ DailyMirror #Coronavirus #Breaking #Covid_19 #friday #uk #london #like #retweet https://t.co/OlAXi8MvF8""",2
1236186190078005249,"b'IMPORTANT INFORMATION ABOUT CORONAVIRUS / COVID-19 OUTBREAK: SOCIAL DISTANCING\nIt may be 2 a.m. at our office in Tennessee, USA, but we are committed to getting helpful information to you ASAP. \n\nSee full post at https://t.co/3sfaFOmuX8 https://t.co/Wm6j793Nhn'",2
1236295770971635712,b'maybe the reason we might have undetected COVID-19 cases is BECAUSE our gov is telling us to prioritize social distancing.. instead of getting checked right away for chances of early detection (and treatment)? https://t.co/8BywxzE1UC',1
1236329569780719618,"b'Social distancing is an effective strategy against the coronavirus. Unfortunately, it will exacerbate other problems, such as increasing rates of depression. Physical touch is necessary for humans. I worry about an antiseptic society.'",0
1236344307315027973,"b""And this is exactly why social distancing needs to be everybody's priority. As long as there's so little testing, you cannot know when you're being exposed, and then go on to unknowingly expose other folks to it. https://t.co/ezTeJZnQNP""",1
1236396141555613696,b'The Left: Covid-19 is engineered to suppress a massive global wave in protests through social distancing.\n\nThe Right: Covid-19 is engineered by a group/country that would like to hit the global North. \n\nMe: https://t.co/ho6XiV2Ufz',1
1236393805550514176,"b""@BradMph @drmelissaking @MedDermSoc @AADmember @PennMedEVDCSO strongly discourages out of state travel at this time. Social distancing &amp; supportive care R our only tools to combat #COVID19. MD's have responsibility not to spread to pts or colleagues. Yet, messages remain mixed.""",1
1236419235112456192,b'#COVID19 Update\xe2\x80\x94\nThe East Coast has recorded its first 2 COVID19 deaths in Florida.\n\nStay healthy!\nNOTE\xe2\x80\x94Personal Hygiene &amp; Social Distancing can reduce infectious disease transmission by 15-20%!\n\n\xe2\x81\xa6@AlabamaEMA\xe2\x81\xa9 \xe2\x81\xa6@ALPublicHealth\xe2\x81\xa9  https://t.co/E0CedpHnsv',1
1236131989830463494,"b'The director of the National Institute of Allergy and Infectious Diseases, Dr. Anthony Fauci, explains social distancing and how it can help slow the spread of Coronavirus in elderly and immunocompromised patients.\nhttps://t.co/WsOq1AskH9'",1
1236138347086508034,"b""With all the hand washing, sanitizing,  disinfecting, and social distancing going on, I'm curious what effect this will have not only on curbing #COVID19 spread, but also flu, cold, and other ailments.""",1
1236224162957389824,"b'One answer is that slowing transmission with social distance slows and flattens out the peak number of very sick people, easing the burden on healthcare systems.\nhttps://t.co/eaxlK6cybu'",2
1236341641440423936,"b'""Social distancing"" may not work if isolating patients for only 14 days .@GovNedLamont\n\nCT Hospital Employee Marks 1st Case of Coronavirus Connected to the State\nhttps://t.co/7CiCUnzFTZ\n\nCoronavirus incubation period is longer - 24 days.\nhttps://t.co/6IsEo3QDlU'",1
1236384754657890304,"b""Brits told to visit elderly now ahead of coronavirus 'social distancing' policy https://t.co/se82kxrwQQ DailyMirror #Coronavirus #Breaking #Covid_19 #friday #uk #london #like #retweet https://t.co/GNCXY3wLnu""",2
1236159970485264384,b'We all have an obligation to flatten the #coronavirus spreading curve (see below) by :\n1. Proper hand washing\n2. Aggressive social distancing\n3. Staying home if sick\n4. Coughing only in the crook of our arms\n#COVID\xe3\x83\xbc19 https://t.co/N72xciognc',1
1236309451004678147,b'Drip drip drip....\n\nThis is an example of society making social distancing decisions on their own without government intervention.  That could help stop community spread to an extent. https://t.co/gp6Fo82DB8',1
1236267149129220096,"b'When the HK head of Centre for Health Protection says public is becoming less alert and must keep their social distance, our CE turns up without a mask.... \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\n\n#COVID\xe3\x83\xbc19 \n#CoronavirusOutbreak\n\nhttps://t.co/wYrxqqSMfW https://t.co/LyUWKTaF9T'",1
1236264074033463302,"b""Brits told to visit elderly now ahead of coronavirus 'social distancing' policy https://t.co/se82kxrwQQ DailyMirror #Coronavirus #Breaking #Covid_19 #friday #uk #london #like #retweet https://t.co/QXklfYdlXh""",2
1236356594843049986,b'#giveusdata #cdnpoli #bcpoli #vanpoli #YVRRE #vanre\n@charliesmithvcr @wengcouver\n \n#COVID\xe3\x83\xbc19 \n\nBC Health Minister @adriandix recommends social distancing and to especially protect the elderly and to stay home if you are sick\n\nfollow here at @globalnews: \nhttps://t.co/Hi3PLCcMqI',2
1236352165762875392,"b""Idea for @ewarren -- now that you aren't focused on #SuperTuesday mobilize your campaign resources for a massive shift in #SocialDistancing behavior to help flatten the disease curve of #covid19usa #covid19 #coronavirus #CoronaVirusChallenge I volunteer to help!!""",2
1236094268399161344,"b'""We have an opportunity to flatten the #COVID19 #coronavirus epidemic curve by aggressive social distancing and other measures. \n\nBut people don\'t understand what the point is, if the virus is going to circulate broadly.""\n\nTHIS\n\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/HlYtWYZejk'",1
1236367350716391434,"b""Coronavirus is running amok across the border in Northern Italy; restaurants are packed with people every evening in Bern. Don't they get the memo on social distancing?\n#SocialDistancing #Bern #coronavirus""",1
1236479192667000833,b'@ScottMorrisonMP the window of opportunity to contain infections within Australia is narrowing. Social distancing has proved to be helpful in other countries and it\xe2\x80\x99s a plea to please consider implementing it here in Australia. #notascientist #WHO #coronavirus.',2
1236697485785149442,"b""@svscarpino @C_Althaus @samclifford I would say that's true around R0*R(\\infty)~0 which is not the case for #COVID19, right? In fact, the result is not the worst case scenario because it holds for situations in which there is some social distancing in place.""",1
1236699793528938496,"b""@AbraarKaran @LawrenceGostin @RanuDhillon @DrTedros @DrMikeRyan @BhadeliaMD @CarlosdelRio7 @sandrogalea @thehowie @JeremyKonyndyk @syramadad @udnore @mlipsitch @PreetiNMalani @HelenBranswell @juliaoftoronto @ericashenoy just now, some suggestion that Hong Kong levels of social distancing etc have a very beneficial effect: https://t.co/scp5NHxfJx\n\nSo that's what we need to do -- but it looks like it works.""",2
1236445081210515458,"b""We're in Seattle: Here's what it's like in a city under COVID-19 'social distancing' orders.\nThe post The Roll-Up bonus episode: Coronavirus and cannabis appeared first on Leafly. https://t.co/l4Lit4fJ5d https://t.co/q8rglcHdeZ""",2
1236460913911185408,"b""I see a lot of people saying it's not worth doing anything at this point.  China proved that wrong.  We can make a big impact if we do it right.  We don't need to be surveilled and censored, but we need to practice judicious social distancing. https://t.co/I7Sspcswbu""",1
1236589521333936128,b'#covid19australia #Coronavirus Coronavirus poses a greater threat than terrorism -the infection spreads so fast -@60Mins everyone is susceptible 60% of the world\xe2\x80\x99s population could get it -the wave is enormous #socialdistancing is necessary @ScottMorrisonMP https://t.co/gilPiXSuzE',0
1236671071853539333,"b'On @FaceTheNation @GovInslee says \xe2\x80\x9cWe may have to go to the next step\xe2\x80\x9d in terms of implementing \xe2\x80\x9cstronger measures\xe2\x80\x9d to ensure social distancing. Says no decision yet, but hints at possibly requiring cancellation of larger events to stem spread of #coronavirus https://t.co/uxF8o6gMIf'",1
1236682984654340096,"b'\xe2\x80\x9cSocial distancing\xe2\x80\x9d will become more prevalent in the U.S. over the next three months as the nation attempts to tamp down the spread of the new coronavirus, Anthony Fauci said https://t.co/KWhzly6EJF via @bpolitics'",1
1236684861517303808,"b'The government says people my age should engage in ""social distance"" to avoid spread of coronavirus.\n\nNot to brag or anything, but that\'s right in my wheelhouse. I find it virtually effortless to avoid other people.'",1
1236694928320757767,b'But...if only the sick and elderly avoid crowds...won\xe2\x80\x99t the spread of COVID-19 continue as everyone else interacts? Social distancing shouldn\xe2\x80\x99t be limited to specific groups if it is going to be effective in curtailing the spread. https://t.co/qcPLVYE9Ty',1
1236726296404807681,"b'Take a moment and be grateful for all the delivery people, customer service specialists, hospitality staff, airline personnel, clerks and service workers who keep helping many of us try to protect our love ones and get ready. #coronavirus  #SocialDistancing'",2
1236730500015890438,"b'Unless @POTUS @realDonaldTrump declares a #NationalEmergency NOW to impose #SocialDistancing measures, #America\xe2\x80\x99s hospitals will be overwhelmed like #Italy\xe2\x80\x99s are.\n\nThe #coronavirus/#COVID19\xf0\x9f\xa6\xa0#pandemic is spreading in an *exponential* (not linear) way.\n\n#POTUS: act early. ACT NOW. https://t.co/l6ghOSz8ya'",1
1236763498740236288,b'I hope you feel better @stuff_so ... but to be realistic about this I assume (correct me if I\xe2\x80\x99m wrong) that if you tested positive all they would do is tell you to self isolate yourself and practice social distancing. https://t.co/TJpBaEwLIN',0
1236594341549953025,"b'Proactive management of COVID-19 using social distancing, self isolation and restriction of public assembly sees Hong Kong being the virus almost completely under control https://t.co/G5A7S0eK0Z'",2
1237087869933682688,"b""It is critical that we slow the spread of #SARSCoV2 so that the US does not get in this situation.  The elderly, disabled, and uninsured will be the one's who are at the bottom of the treatment triage.  #COVID19 We need to be prepared  and increase social distancing. https://t.co/m3UjNLPQcm""",1
1237054143564578819,b'With the hysteria over corona virus officials are suggesting social distancing as a practice till the situation is resolved. I for one WILL NOT delete my twitter account over this!! Just sayin',1
1237040017048035329,"b'The reason why we *urgently* need to act on \n\n1. protecting HCW with PPE (by hospitals) and informing doctors/nurses (CDC &amp; state health dept)\n\n2. reducing *passenger* traffic, canceling conferences, implementing social distancing https://t.co/FMNUzRuaYg'",1
1237050413876006912,"b'\xe2\x80\x9cWhile the drop in manufacturing is comparable to the start of the global financial crisis, the decline in services appears to be larger this time - reflecting the large impact of social distancing.\xe2\x80\x9d https://t.co/290Xdmh906'",0
1236881617437646851,b'Just reading about how social isolation leads to declines in immune response &amp; ability to fight viral infections (In new book Friendship by @LydiaDenworth ) \n\nWhat is your plan to stay socially connected in time of #CoronavirusOutbreak and #SocialDistancing ?',1
1236996543984607233,"b""@AnthonyMasonCBS re Coronavirus (CV) segment CBSTM 3/9/20. 'Social distancing'- A rationalization for not doing what's obvious-M4A.Most vulnerable are the uninsured. Germany with universal healthcare has 0 CV cases. #MedicareForAll is preparedness! #Bernie\nhttps://t.co/XdCRiSm54f""",1
1237061387601444865,b'@WHO &amp; @CDCgov recommend cancelling ALL large gatherings &amp; #SocialDistancing as best practices. This will slow the #CoronavirusOutbreak &amp; #FlattenTheCurve to prevent stressing our overburdened #healthcare professionals. \n\nDoing it NOW will allow us to get back to normal sooner.',1
1237130640174112768,"b'Can we, at least, get our biggest clusters under voluntary #socialdistancing and ask their public officials to give guidance about concerts, celebrations, and other mass gatherings? #covid19 #coronavirus #Westchester #kirkland  https://t.co/3nw8R8t5uT'",1
1236919772610207744,"b'Social distancing works, per epidemiological modeling and the experience of some countries with #COVID19. @sloan_kettering motto of More Science Less Fear never sounded better #SocialDistancing https://t.co/NOmTXmq05r'",1
1236957399484940288,"b'For people hunkering down due to the coronavirus epidemic, the tech sector has become their new best friend with an array of lifestyle solutions making \xe2\x80\x9csocial distancing\xe2\x80\x9d easier.\nhttps://t.co/4eHJqqqnRr'",2
1236969611985178624,"b""@lithohedron Cool. One last thought that occurred to me to bring up in the meeting: the trails may see an increase in usage this spring / summer as @CPHO_Canada's advice for social distancing will be to avoid the gym and get outside instead:\n\nhttps://t.co/2Mit3RCiFx https://t.co/sI6FEadGnL""",1
1237057230077231104,"b""... and if you're canceling your babysitter this week because you are not going out (thank you!), pay them what you normally do. They need to pay rent too! Put the social into social distancing #SocialDistancing #SocialSocialDistancing #COVID19 #CoronavirusOutbreak""",2
1236989414263402498,"b'Indeed, @amanda_ozin ! This is the rationale for preventive and containment measures like #handwashing #socialdistancing \xe2\x80\x94 and #teleworking whenever appropriate. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc#SARSCoV2 #coronavirus #COVID2019 #Coronavid19 #infections #epidemics #publichealth #safety #prevention #health https://t.co/TMkNuxJrwE'",2
1237072503060803585,"b""@DrLizaMorton I'm in that group too (post multiple transplant &amp; CKD)\nMy advice - scrupulous use of hand washing, social distance &amp; tissues.\nHigh index of suspicion for infection.\nAvoid mass gatherings.\nBe alert, but not (too) alarmed.\n#coronavirus""",1
1237112933789904896,b'FYI my kids school sent the most absurd \xe2\x80\x9cwe had no idea\xe2\x80\x9d email even after they clearly KNEW of infected community members. #Coronavirus Social Distancing Update 2 \nhttps://t.co/2zg2fzZOwL',0
1237165344030183424,b'R\xe2\x8c\x80 is a reflection of both the virus and also human behavior.  Interventions such as social distancing and improved hygiene will decrease R\xe2\x8c\x80. I wouldn\xe2\x80\x99t be surprised if the bend in the flu curve is due to changing behaviors. R\xe2\x8c\x80 is a modifiable! #COVID19 \xe2\x81\xa6@HarvardGH\xe2\x81\xa9 https://t.co/WJ8CX8LhzO',1
1237150979826556928,"b'@NBCNews @TODAYshow @NBCNews and @TODAYshow , we are a big fan. Thanks for keeping us informed.  Just in case social distancing is a viable approach, you should know that our solution can prevent the spread of the #coronavirus. We are happy to assist anyone who might be interested.'",2
1237003455522320385,"b'@bgtennisnation The scientists know the solution, and it is a painful one. Social distancing. Keeping people away from each other so coronavirus can\xe2\x80\x99t spread. Indian Wells did the right thing. March Madness is next.'",1
1237027383917633538,"b'\xf0\x9f\x94\xba UK is remaining in ""containment"" stage of coronavirus response\n\n\xf0\x9f\x94\xba ""Social distancing"" measures to delay virus spread will not be introduced yet, ministers say\n\n\xf0\x9f\x94\xba There have been 319 confirmed cases in the UK as of 09:00 GMT on Monday\n\nhttps://t.co/yuxQgY9oiH #COVID2019'",1
1236804561664380930,b'#Socialdistancing flattens the curve below - and also extends it out over a longer duration - but this spreading out of cases over time helps hospital systems not to be overwhelmed all at once #COVID19 #coronavirus https://t.co/rnbYgWEVcb',2
1237070944654577670,b'#SocialDistancing #SelfIsolation if you have respiratory symptoms \xf0\x9f\xa6\xa0\xf0\x9f\x97\xa3\xf0\x9f\x87\xaa\xf0\x9f\x87\xba#publichealth #hygiene #prevention #contagion #infection #epidemic #groupimmunity #coronavirus #SARSCoV2 #SARS_COV_2 #COVID2019 https://t.co/EFrZM2mRfp https://t.co/fygVNLQ6u0',1
1237086532193767427,"b'@Celentra can you ask your dad to take serious precautions against coronavirus, like no shaking hands/hugging, have a team specifically to disinfect his environment, social distancing, everyone wear masks most of the time, etc?'",2
1237096262840639488,"b'Hard, smart decision! The Irish \xe2\x98\x98\xef\xb8\x8f in Ireland are cancelling #StPatricksDay #StPatricksDayParade to suppress the #CoronavirusOutbreak.  Other large gatherings should also be #cancelled. #COVID2019 #coronavirus #SocialDistancing  #PARADE #MondayMotivation #MondayVibes https://t.co/amoJWVa5aF'",1
1237409213187600384,b'The policies and practices we announced yesterday were in anticipation of this eventuality\xe2\x80\x94encourage everyone to continue:\n\n\xe2\x80\x94Taking care of themselves\n\xe2\x80\x94Planning ahead\n\xe2\x80\x94Staying informed\n\xe2\x80\x94Practicing social distancing https://t.co/75sLWY476k',1
1237428462803132416,"b'Social distancing works, testing suspected cases and isolating them works. South Korea seems to have found a way to #FlattenTheCurve on #COVID19 without large-scale quarantine https://t.co/4irsZjzEjK'",1
1237416526032048129,"b""This is why we need to act NOW -- with measures such as enhanced hygiene and social distancing -- to slow down the rate of infection and #FlattenTheCurve so that the healthcare system isn't overwhelmed.\n\n#COVID19 \n#COVID\xe3\x83\xbc19 https://t.co/jVzqwSKRNP""",1
1237514004458684416,"b'Since my one-way Mars Colony Project  application is likely to be rejected, \xe2\x80\x9cSocial Distancing\xe2\x80\x9d in order to avoid #coronavirus seems like a nice reward.  Please check back in 2021 for social engagements you\xe2\x80\x99d like me to attend.'",1
1237527389610979329,b'#goggleup social distancing. Sharing space? Wear eye protection from alien airborne \xf0\x9f\xa6\xa0#coronavirus invaders sticking to wet surfaces of eye invading that way. All defenses ALERT wear GOGGLES \xf0\x9f\x91\xbd https://t.co/Y2kZVEE58e',1
1237475883809738754,"b'Yep, as others have said, you want to be St. Louis, not Philadelphia. In 1918, St. Louis acted quickly to implement social distancing, while Philly did not. Philly had a much higher peak death rate. #FlattenTheCurve #BeStLouis https://t.co/vdGTfMyFNR'",0
1237403171162447874,"b""@thomaskaplan @costareports Where is #COVID19 precautions. Social distance. Detroit has an international airport. Shipping ports and international airports are virus super highways. This is need to know info I don't want Joe or anyone getting this virus.""",1
1237524622456713216,"b'""The coronavirus could spread with frightening rapidity, overburdening our health-care system and claiming lives, until we adopt serious forms of social distancing,"" @Yascha_Mounk writes: https://t.co/47XbPluTMW'",0
1237438564306165761,"b'""The coronavirus could spread with frightening rapidity, overburdening our health-care system and claiming lives, until we adopt serious forms of social distancing,"" @Yascha_Mounk writes: https://t.co/b2cAANzqef'",0
1237261593261436929,b'My corona virus action plan is to maintain my current habits of social distancing and never leaving the house. \n\nIt\xe2\x80\x99s almost like I\xe2\x80\x99ve been practicing this my whole life. https://t.co/UWfuN8Aw0q',1
1237514502041526273,"b'Control measures such as self isolation, good hygiene and social distancing help keep #coronavirus to manageable levels such that health services are not overwhelmed. See article below:\n\nhttps://t.co/Vp8GVPt8pd'",1
1237516846284394496,"b'Thanks to wonderful @ProfLWiley more nuance on @NYGovCuomo\'s unfortunate use of ""containment"" in New Rochelle. It\'s more like social distancing: ban on gatherings, school closure, deep cleaning, &amp; mobile food delivery. Use of Nat\'l Guard to buttress #COVID\xe3\x83\xbc19 response warranted'",2
1237378945328091137,"b'This is going to get worse before it gets better, Americans. I wish we had stronger leadership. I\xe2\x80\x99m relying on state @CAgovernor and local @SF_emergency as well as @WHO. They all call for cleanliness &amp; social distancing but outside the US \xe2\x80\x9ckindness\xe2\x80\x9d is added. https://t.co/gYxYbunsbE'",1
1237377947746603009,"b'READ THIS! ""The coronavirus could spread with frightening rapidity, overburdening our health-care system and claiming lives, until we adopt serious forms of social distancing,"" @Yascha_Mounk writes: https://t.co/Rhi7tAsYMe #COVID2019'",0
1237512601606574085,"b'Due to Coronavirus, the practice of women going to the bathroom in pairs is to be stopped! Further, to promote social distancing, the big screen TV, sofa, recliners and juice bar are being removed. Hot fudge yoga class is also cancelled!'",1
1237401343125598208,"b'Everyone: What should I be doing abt COVID-19 beyond washing my hands. Social distancing for everyone, just elderly immunocpromised? Schools? \nThe Internet: Gut Doctor Begs Americans to Throw Out This Vegetable NOW'",1
1237479714710794240,"b'""The coronavirus could spread with frightening rapidity, overburdening our health-care system and claiming lives, until we adopt serious forms of social distancing,"" @Yascha_Mounk writes: https://t.co/thDUa22Uro'",0
1237306967128825857,b'The #coronavirus is still unknown and unpredictable as some people have the virus but no symptoms... almost impossible to contain ... where social distancing becomes one of the ways being used to delay the outbreak #CoronavirusOutbreak',0
1237348206167691264,"b'Stop. Everything. Stop\n""The coronavirus could spread with frightening rapidity, overburdening our health-care system and claiming lives, until we adopt serious forms of social distancing,"" @Yascha_Mounk writes: https://t.co/6QCzk3HuD0'",0
1237362634669928448,"b'""The coronavirus could spread with frightening rapidity, overburdening our health-care system and claiming lives, until we adopt serious forms of social distancing,"" @Yascha_Mounk writes: https://t.co/gGZIAdrtZH'",0
1237359266694119425,"b'Sobering take on COVID-19:  ""The coronavirus could spread with frightening rapidity, overburdening our health-care system and claiming lives, until we adopt serious forms of social distancing,"" @Yascha_Mounk writes: https://t.co/nmlUnfu9Dw'",0
1237406611917897730,"b'Social distancing is the only real countermeasure we have now until vaccine (1 year) or antiviral drugs (not on mass scale). Eg. \xe2\x80\x9cItaly had 62 identified cases of #COVID19 on the 22nd of Feb. 888 cases by 29th of Feb, and 4,636 by 6th of March.\xe2\x80\x9d https://t.co/oTMOsMGJh4'",1
1237231875665641473,"b'Social distancing will give health care systems the time treat #COVID19 cases, increase capacity &amp; prevent emergency systems from collapsing. \n\n[graph: @CT_Bergstrom @k_thos] https://t.co/yE4uzAVAZg'",1
